text,acronym,option_text,label
"1.2. Objet Pour les sections de lignes autres qu'à fortes pentes, des tableaux indiquent par catégories prédéterminées de trains : _x0001_ les masses admissibles standard pour les trains (et éventuellement celles pour les trains entiers) pour chaque série ou groupement de séries d'EM autorisés à circuler",EM,Étude mécanique,0
"1.2. Objet Pour les sections de lignes autres qu'à fortes pentes, des tableaux indiquent par catégories prédéterminées de trains : _x0001_ les masses admissibles standard pour les trains (et éventuellement celles pour les trains entiers) pour chaque série ou groupement de séries d'EM autorisés à circuler",EM,"Engin Moteur.   Terme général désignant tout véhicule ayant la propriété de se déplacer par ses propres moyens : machine, automoteur, élément automoteur, draisine, engin spécial motorisé non déraillable.",1
"1.2. Objet Pour les sections de lignes autres qu'à fortes pentes, des tableaux indiquent par catégories prédéterminées de trains : _x0001_ les masses admissibles standard pour les trains (et éventuellement celles pour les trains entiers) pour chaque série ou groupement de séries d'EM autorisés à circuler",EM,EMERAINVILLE PONTAULT COMBAULT,0
AUTOR autorail BAPR block automatique à permissivité restreinte CLE consigne locale d'exploitation COGC centre opérationnel de gestion des circulations DT double traction,DT,"Double Traction :  Mode de traction d'une circulation par deux machines placées en tête, chaque machine est commandée par un conducteur.",1
AUTOR autorail BAPR block automatique à permissivité restreinte CLE consigne locale d'exploitation COGC centre opérationnel de gestion des circulations DT double traction,DT,Déclaration de Travaux faite pour recenser les réseaux à proximité des travaux à réaliser.    Voir glossaire du guide de management des projets (p.202),0
AUTOR autorail BAPR block automatique à permissivité restreinte CLE consigne locale d'exploitation COGC centre opérationnel de gestion des circulations DT double traction,DT,Disposition technique,0
AUTOR autorail BAPR block automatique à permissivité restreinte CLE consigne locale d'exploitation COGC centre opérationnel de gestion des circulations DT double traction,DT,Détonateur,0
AUTOR autorail BAPR block automatique à permissivité restreinte CLE consigne locale d'exploitation COGC centre opérationnel de gestion des circulations DT double traction,DT,Direction Territoriale  ou Directeur Territorial,0
"AMEC autorisation de mise en exploitation commerciale AUTOM rame automotrice à traction électrique, dont la masse à l’essieu réduite (catégorie III) permet normalement de respecter  les TIV de type C. AUTOR rame automotrice à traction thermique, dont la masse à",TIV,THIVIERS,0
"AMEC autorisation de mise en exploitation commerciale AUTOM rame automotrice à traction électrique, dont la masse à l’essieu réduite (catégorie III) permet normalement de respecter  les TIV de type C. AUTOR rame automotrice à traction thermique, dont la masse à",TIV,Trafic international voyageur,0
"AMEC autorisation de mise en exploitation commerciale AUTOM rame automotrice à traction électrique, dont la masse à l’essieu réduite (catégorie III) permet normalement de respecter  les TIV de type C. AUTOR rame automotrice à traction thermique, dont la masse à",TIV,Tableau indicateur de vitesse,1
"1.4. Abréviations et acronymes utilisés AC attestation de compatibilité AGC automoteur grande capacité AUTOM rame automotrice à traction électrique, dont la masse à l’essieu réduite (catégorie III) permet normalement de respecter  les TIV de type C",AC,Amélioration Continue,0
"1.4. Abréviations et acronymes utilisés AC attestation de compatibilité AGC automoteur grande capacité AUTOM rame automotrice à traction électrique, dont la masse à l’essieu réduite (catégorie III) permet normalement de respecter  les TIV de type C",AC,Action Corrective,0
"1.4. Abréviations et acronymes utilisés AC attestation de compatibilité AGC automoteur grande capacité AUTOM rame automotrice à traction électrique, dont la masse à l’essieu réduite (catégorie III) permet normalement de respecter  les TIV de type C",AC,AURILLAC,0
"1.4. Abréviations et acronymes utilisés AC attestation de compatibilité AGC automoteur grande capacité AUTOM rame automotrice à traction électrique, dont la masse à l’essieu réduite (catégorie III) permet normalement de respecter  les TIV de type C",AC,Agent Circulation,0
"1.4. Abréviations et acronymes utilisés AC attestation de compatibilité AGC automoteur grande capacité AUTOM rame automotrice à traction électrique, dont la masse à l’essieu réduite (catégorie III) permet normalement de respecter  les TIV de type C",AC,Attestation de Compatibilité du matériel roulant à l'infrastructure,0
"1.4. Abréviations et acronymes utilisés AC attestation de compatibilité AGC automoteur grande capacité AUTOM rame automotrice à traction électrique, dont la masse à l’essieu réduite (catégorie III) permet normalement de respecter  les TIV de type C",AC,Agent d'aCcompagnement,0
"1.4. Abréviations et acronymes utilisés AC attestation de compatibilité AGC automoteur grande capacité AUTOM rame automotrice à traction électrique, dont la masse à l’essieu réduite (catégorie III) permet normalement de respecter  les TIV de type C",AC,Autorité de Certification,0
"1.4. Abréviations et acronymes utilisés AC attestation de compatibilité AGC automoteur grande capacité AUTOM rame automotrice à traction électrique, dont la masse à l’essieu réduite (catégorie III) permet normalement de respecter  les TIV de type C",AC,Accord Cadre,0
"1.4. Abréviations et acronymes utilisés AC attestation de compatibilité AGC automoteur grande capacité AUTOM rame automotrice à traction électrique, dont la masse à l’essieu réduite (catégorie III) permet normalement de respecter  les TIV de type C",AC,Agent du service Commercial,0
"1.4. Abréviations et acronymes utilisés AC attestation de compatibilité AGC automoteur grande capacité AUTOM rame automotrice à traction électrique, dont la masse à l’essieu réduite (catégorie III) permet normalement de respecter  les TIV de type C",AC,ACcès,0
"plus les restrictions de circulation correspondantes]  Historique  TGV29000 [25 kV : compatibilité : Oui / restrictions : position du sélecteur de puissance : US II, (circulation exceptionnelle) UM I]",US,Unité simple : mode de traction utilisant un seul engin moteur (us tgv = 1 rame tgv - um tgv = 2 rames tgv),1
"plus les restrictions de circulation correspondantes]  Historique  TGV29000 [25 kV : compatibilité : Oui / restrictions : position du sélecteur de puissance : US II, (circulation exceptionnelle) UM I]",US,Unité de signalisation,0
"plus les restrictions de circulation correspondantes]  Historique  TGV29000 [25 kV : compatibilité : Oui / restrictions : position du sélecteur de puissance : US II, (circulation exceptionnelle) UM I]",US,US (Val-d'Oise),0
"plus les restrictions de circulation correspondantes]  Historique  TGV29000 [25 kV : compatibilité : Oui / restrictions : position du sélecteur de puissance : US II, (circulation exceptionnelle) UM I]",US,Ultra Son,0
"signe locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, cette consigne locale d'exploita-tion comprend les paragraphes suivants :  §1 Caractéristiques générales d'exploitation,  §2 Distances, installations, cantonnement,",NG,Nouvelle Génération,0
"signe locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, cette consigne locale d'exploita-tion comprend les paragraphes suivants :  §1 Caractéristiques générales d'exploitation,  §2 Distances, installations, cantonnement,",NG,Notice générale,1
"signe locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, cette consigne locale d'exploita-tion comprend les paragraphes suivants :  §1 Caractéristiques générales d'exploitation,  §2 Distances, installations, cantonnement,",NG,Non gardé,0
"Pour les sections de lignes autres qu'à fortes pentes, des tableaux indiquent par catégories prédéterminées de trains : _x0001_ les masses admissibles standard pour les trains (et éventuellement celles pour les tains entiers) pour chaque série ou groupement de séries d'EM autorisés à circuler sur tout ou partie du domaine couvert par le document,",EM,"Engin Moteur.   Terme général désignant tout véhicule ayant la propriété de se déplacer par ses propres moyens : machine, automoteur, élément automoteur, draisine, engin spécial motorisé non déraillable.",1
"Pour les sections de lignes autres qu'à fortes pentes, des tableaux indiquent par catégories prédéterminées de trains : _x0001_ les masses admissibles standard pour les trains (et éventuellement celles pour les tains entiers) pour chaque série ou groupement de séries d'EM autorisés à circuler sur tout ou partie du domaine couvert par le document,",EM,Emetteur,0
"Pour les sections de lignes autres qu'à fortes pentes, des tableaux indiquent par catégories prédéterminées de trains : _x0001_ les masses admissibles standard pour les trains (et éventuellement celles pour les tains entiers) pour chaque série ou groupement de séries d'EM autorisés à circuler sur tout ou partie du domaine couvert par le document,",EM,État membre,0
"Pour les sections de lignes autres qu'à fortes pentes, des tableaux indiquent par catégories prédéterminées de trains : _x0001_ les masses admissibles standard pour les trains (et éventuellement celles pour les tains entiers) pour chaque série ou groupement de séries d'EM autorisés à circuler sur tout ou partie du domaine couvert par le document,",EM,Étude mécanique,0
"Pour les sections de lignes autres qu'à fortes pentes, des tableaux indiquent par catégories prédéterminées de trains : _x0001_ les masses admissibles standard pour les trains (et éventuellement celles pour les tains entiers) pour chaque série ou groupement de séries d'EM autorisés à circuler sur tout ou partie du domaine couvert par le document,",EM,électro-magnétique,0
"Pour les sections de lignes autres qu'à fortes pentes, des tableaux indiquent par catégories prédéterminées de trains : _x0001_ les masses admissibles standard pour les trains (et éventuellement celles pour les tains entiers) pour chaque série ou groupement de séries d'EM autorisés à circuler sur tout ou partie du domaine couvert par le document,",EM,EMERAINVILLE PONTAULT COMBAULT,0
"En application du document de principe RFN NG TR 1 A n°6, cette consigne locale d'exploita-tion comprend les paragraphes suivants : _x0001_ §1 Caractéristiques générales d'exploitation, _x0001_ §2 Distances, installations, cantonnement, _x0001_ §3 Vitesses limites, conditions particulières de traction,",NG,Notice générale,1
